studentID,interaction,numInteractionCurr,numInteractionTotal,representation,direction,proofDir,action,rule,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,currPrb,hintType,hintGiven,isForced,hintCount,stepTime,elTime,numProblemsCompleted,PPType,numAttempts,hintFollow
asgargan,107,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.559,274.825,,0,,
asgargan,109,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,Try to derive S+L working forward.,,1,12.868,295.014,,0,,
asgargan,110,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,1,2.775,297.789,,0,,
asgargan,112,,,0,0,0,2,(B*(S+L)),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,1,1.813,303.147,,0,,
asgargan,113,,,0,0,0,6,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.705,304.852,,0,,
asgargan,114,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,Try to derive -L working forward.,,1,1.92,306.772,,0,,
asgargan,117,,,0,0,0,1,(-U>-L),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,1,2.592,313.261,,0,,
asgargan,118,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,1,1.2,314.461,,0,,
asgargan,119,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,1,2.362,316.823,,0,,
asgargan,123,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.845,333.249,,0,,
asgargan,124,,,0,0,0,1,(B*(S+L)),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,2.25,335.499,,0,,
asgargan,136,,,0,0,0,3,Dist,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,2.368,436.774,,0,,
asgargan,137,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,No hint available for this step.,,0,4.582,441.356,,0,,
asgargan,139,,,0,0,0,1,((B*S)+(B*L)),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,0.728,444.05,,0,,
asgargan,140,,,0,0,0,6,((B*S)+(B*L)),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,2.013,446.063,,0,,
asgargan,141,,,0,0,0,1,(B*(S+L)),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.772,447.835,,0,,
asgargan,143,,,0,1,0,7,get,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,Try to derive S+L working forward.,,1,2.418,452.258,,0,,
asgargan,144,,,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,1.0.3.0,2,,,1,226.033,678.291,,0,,
asgargan,167,,,0,0,0,1,(P+Q),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,6.575,100.592,,0,,
asgargan,168,,,0,0,0,3,DN,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.606,102.198,,0,,
asgargan,172,,,0,0,0,3,Impl,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.241,111.055,,0,,
asgargan,173,,,0,0,0,1,(-P>Q),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,2.182,113.237,,0,,
asgargan,174,,,0,0,0,3,CP,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,2.673,115.91,,0,,
asgargan,175,,,0,0,0,1,(-Q>--P),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.473,117.383,,0,,
asgargan,176,,,0,0,0,3,DN,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,6.118,123.501,,0,,
asgargan,178,,,0,0,0,3,DN,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,6.066,139.332,,0,,
asgargan,182,,,0,0,0,2,(-Q>--P),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,0.698,146.756,,0,,
asgargan,184,,,0,0,0,1,(-Q>--P),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,0.596,147.955,,0,,
asgargan,185,,,0,0,0,2,(-Q>--P),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,0.601,148.556,,0,,
asgargan,186,,,0,0,0,1,(-Q>--P),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,0.149,148.705,,0,,
asgargan,188,,,0,0,0,3,DN,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.014,154.092,,0,,
asgargan,190,,,0,0,0,3,DN,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,9.074,171.769,,0,,
asgargan,191,,,0,0,0,5,DN,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,7.047,178.816,,0,,
asgargan,192,,,0,0,0,1,(-Q>P),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,2.211,181.027,,0,,
asgargan,193,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.405,182.432,,0,,
asgargan,194,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,4.667,187.099,,0,,
asgargan,198,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.054,196.774,,0,,
asgargan,199,,,0,0,0,1,P,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,2.456,199.23,,0,,
asgargan,200,,,0,0,0,1,(P>(R*S)),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.298,200.528,,0,,
asgargan,201,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,2.14,202.668,,0,,
asgargan,204,,,0,0,0,1,(R*S),,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,1.206,210.949,,0,,
asgargan,205,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,2.673,213.622,,0,,
asgargan,206,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,3.296,216.918,,0,,
asgargan,209,,,0,0,0,1,S,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,0.637,221.373,,0,,
asgargan,210,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,3.171,224.544,,0,,
asgargan,211,,,0,0,0,5,Add,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,6.044,230.588,,0,,
asgargan,212,,,0,0,0,98,END,,,,,,,,,,,,,,,,,,,,,1.0.4.0,0,,,0,7.373,237.961,,0,,
asgargan,213,,,0,0,0,0,next,,,,,,,,,,,,,,,,,,,,,1.0.2.0,0,,,0,0.001,237.962,,0,,
asgargan,215,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,17.277,17.925,,0,,
asgargan,216,,,0,0,0,1,(-U>-L),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.143,19.068,,0,,
asgargan,217,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.9,20.968,,0,,
asgargan,218,,,0,0,0,1,(B*(S+L)),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,1.564,22.532,,0,,
asgargan,219,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,2.224,24.756,,0,,
asgargan,220,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,33.149,57.905,,0,,
asgargan,221,,,0,0,0,1,(S+L),,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,2.277,60.182,,0,,
asgargan,222,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,2.607,62.789,,0,,
asgargan,224,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,0.739,68.902,,0,,
asgargan,225,,,0,0,0,98,END,,,,,,,,,,,,,,,,,,,,,1.0.2.0,2,,,0,16.276,85.178,,0,,
asgargan,227,,,0,0,0,0,next,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.595,86.78,,4,,
asgargan,231,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,1,22,89.499,,4,,
asgargan,232,,,0,0,0,1,(Q>T),,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,1,4.165,93.664,,4,,
asgargan,233,,,0,0,0,2,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,1,1.841,95.505,,4,,
asgargan,234,,,0,0,0,3,CP,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.829,97.334,,4,,
asgargan,235,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.572,98.906,,4,,
asgargan,236,,,0,0,0,1,(-T>-Q),,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.301,100.207,,4,,
asgargan,237,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,4.217,104.424,,4,,
asgargan,238,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.426,105.85,,4,,
asgargan,239,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,3.122,108.972,,4,,
asgargan,240,,,0,0,0,5,Add,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,6.311,115.283,,4,,
asgargan,241,,,0,0,0,1,(-Q+P),,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,2.11,117.393,,4,,
asgargan,242,,,0,0,0,1,((-Q+P)>S),,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.407,118.8,,4,,
asgargan,243,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.777,120.577,,4,,
asgargan,244,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,2.445,123.022,,4,,
asgargan,245,,,0,0,0,1,S,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.424,124.446,,4,,
asgargan,246,,,0,0,0,3,Conj,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,7.932,132.378,,4,,
asgargan,247,,,0,0,0,5,Conj,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,9.273,141.651,,4,,
asgargan,248,,,0,0,0,1,((-T*S)>-R),,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,2.916,144.567,,4,,
asgargan,249,,,0,0,0,1,(-T*S),,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.411,145.978,,4,,
asgargan,250,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,3.283,149.261,,4,,
asgargan,251,,,0,0,0,1,-R,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,1.007,150.268,,4,,
asgargan,252,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,2.794,153.062,,4,,
asgargan,253,,,0,0,0,5,Add,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,6.353,159.415,,4,,
asgargan,254,,,0,0,0,98,END,,,,,,,,,,,,,,,,,,,,,2.1.1.0,2,,,0,28.795,188.21,,4,,
asgargan,255,,,0,0,0,0,next,,,,,,,,,,,,,,,,,,,,,2.1.2.0,2,,,0,0.001,188.211,,4,,
asgargan,266,,,0,0,0,1,(D*-E),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,undefined,,0,122.672,122.951,,4,,
asgargan,267,,,0,0,0,1,(C>E),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.802,124.753,,4,,
asgargan,269,,,0,0,0,2,(D*-E),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,2.549,128.72,,4,,
asgargan,270,,,0,0,0,3,CP,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.495,130.215,,4,,
asgargan,271,,,0,0,0,1,(A>C),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.311,131.526,,4,,
asgargan,272,,,0,0,0,3,CP,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,2.249,133.775,,4,,
asgargan,273,,,0,0,0,1,(D*-E),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,3.298,137.073,,4,,
asgargan,274,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,2.847,139.92,,4,,
asgargan,275,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,3.682,143.602,,4,,
asgargan,276,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.383,144.985,,4,,
asgargan,277,,,0,0,0,1,(-E>-C),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,0.607,145.592,,4,,
asgargan,278,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.184,146.776,,4,,
asgargan,279,,,0,0,0,1,-C,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.075,147.851,,4,,
asgargan,280,,,0,0,0,1,(-C>-A),,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,0.937,148.788,,4,,
asgargan,281,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,5.247,154.035,,4,,
asgargan,282,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.363,155.398,,4,,
asgargan,283,,,0,0,0,1,B,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,1.405,156.803,,4,,
asgargan,284,,,0,0,0,3,Conj,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,4.168,160.971,,4,,
asgargan,285,,,0,0,0,5,Conj,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,6.075,167.046,,4,,
asgargan,286,,,0,0,0,98,END,,,,,,,,,,,,,,,,,,,,,2.1.3.0,0,,,0,14.193,181.239,,4,,
asgargan,289,,,0,0,0,0,next,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,0,,,0,0.509,184.832,,2,,
asgargan,291,,,0,0,0,1,(K+J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,11.073,12.194,,2,,
asgargan,292,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,7.194,19.388,,2,,
asgargan,294,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,Try to derive -Z working forward.,,1,7.75,40.886,,2,,
asgargan,296,,,0,0,0,1,(-Z*-R),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,5.822,52.069,,2,,
asgargan,297,,,0,0,0,2,(-Z*-R),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,0.99,53.059,,2,,
asgargan,298,,,0,0,0,2,(K+J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,0.648,53.707,,2,,
asgargan,299,,,0,0,0,1,(-Z*-R),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,23.156,76.863,,2,,
asgargan,300,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,3.01,79.873,,2,,
asgargan,301,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,2.11,81.983,,2,,
asgargan,302,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,Try to derive -J working forward.,,1,2.836,84.819,,2,,
asgargan,303,,,0,0,0,1,(J>Z),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,4.494,89.313,,2,,
asgargan,304,,,0,0,0,3,CP,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.856,91.169,,2,,
asgargan,305,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.479,92.648,,2,,
asgargan,306,,,0,0,0,1,(-Z>-J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,0.559,93.207,,2,,
asgargan,307,,,0,0,0,3,MP,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.648,94.855,,2,,
asgargan,308,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,No hint available for this step.,,0,1.732,96.587,,2,,
asgargan,310,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.702,100.09,,2,,
asgargan,311,,,0,0,0,1,(K+J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,13.701,113.791,,2,,
asgargan,312,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,undefined,,0,29.751,143.542,,2,,
asgargan,313,,,0,0,0,1,K,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.74,145.282,,2,,
asgargan,314,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,2.986,148.268,,2,,
wgtolone,1,,,0,0,0,0,login,,,,,,,,,,,,,,,,,,,,,1.0.1.0,0,,,0,0.845,0.845,,0,,
asgargan,315,,,0,0,0,5,Add,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,14.116,162.384,,2,,
asgargan,316,,,0,0,0,1,(J+K),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,2.192,164.576,,2,,
asgargan,317,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.608,166.184,,2,,
wgtolone,3,,,0,0,0,3,Simp,,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,,,1,1.346,25.737,,0,,
asgargan,320,,,0,0,0,2,(J+K),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.607,177.593,,2,,
wgtolone,4,,,0,0,0,5,Simp,,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,,,0,3.932,29.669,,0,,
asgargan,321,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,No hint available for this step.,,0,1.666,179.259,,2,,
wgtolone,5,,,0,0,0,1,(A+D),,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,,,0,2.221,31.89,,0,,
asgargan,323,,,0,0,0,1,(J+K),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,0.451,181.364,,2,,
wgtolone,6,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,,,0,0.905,32.795,,0,,
asgargan,324,,,0,0,0,6,(J+K),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,3.054,184.418,,2,,
asgargan,325,,,0,0,0,1,K,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,9.763,194.181,,2,,
asgargan,326,,,0,0,0,6,K,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,2.521,196.702,,2,,
asgargan,327,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.981,198.683,,2,,
asgargan,328,,,0,0,0,6,#NAME?,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.35,200.033,,2,,
asgargan,329,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,No hint available for this step.,,0,0.728,200.761,,2,,
asgargan,330,,,0,0,0,1,(-Z>-J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.301,202.062,,2,,
asgargan,331,,,0,0,0,6,(-Z>-J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.239,203.301,,2,,
asgargan,332,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,Try to derive -J working forward.,,1,1.179,204.48,,2,,
asgargan,333,,,0,0,0,1,(J>Z),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,2.701,207.181,,2,,
asgargan,334,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,1.248,208.429,,2,,
asgargan,350,,,0,0,0,3,MT,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,1.983,264.365,,2,,
wgtolone,7,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,Try to derive A working forward.,,0,83.758,116.553,,0,,
asgargan,351,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,Try to derive K working forward.,,1,1.428,265.793,,2,,
wgtolone,8,,,0,0,0,1,A,,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,,,0,2.129,118.682,,0,,
asgargan,352,,,0,0,0,1,#NAME?,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,2.609,268.402,,2,,
wgtolone,9,,,0,0,0,1,(A>(B*C)),,,,,,,,,,,,,,,,,,,,,1.0.1.0,2,,,0,1.152,119.834,,0,,
asgargan,354,,,0,0,0,1,(K+J),,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,0.452,270.498,,2,,
asgargan,355,,,0,0,0,3,DS,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,0,3.222,273.72,,2,,
asgargan,356,,,0,0,0,7,get,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,Try to derive (J+L)+K working forward.,,1,1.435,275.155,,2,,
asgargan,357,,,0,0,0,1,K,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,3.556,278.711,,2,,
asgargan,358,,,0,0,0,3,Add,,,,,,,,,,,,,,,,,,,,,3.-1.1.0,2,,,1,2.193,280.904,,2,,
