studentID,collaborators,rule,hintGiven,certificate,currPrb,interaction,direction,proofDir,action,hintType,hintCount,stepTime,elTime,PPType,numInteractionCurr,numInteractionTotal,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,numProblemsCompleted,isForced,numAttempts,hintFollow
rmwalden,,((I*Q)>D),Try to derive S,,3.-1.3.0,218,0,0,1,3,1,14.521999999999991,468.243,2,21,21,10,0,7,0,0,2,2,0,0,0,10,0,7,0,0,2,2,0,0,0,7,1,1,0
rmwalden,,get,Try to derive S,,3.-1.3.0,222,0,0,7,3,2,45.66799999999995,521.492,2,23,23,10,0,8,0,0,2,3,0,0,0,10,0,8,0,0,2,3,0,0,0,7,0,1,0
rmwalden,,(I*Q),Try to derive S,,3.-1.3.0,225,0,0,1,3,1,14.31000000000006,542.24,2,26,26,12,0,8,0,0,3,3,0,0,0,12,0,8,0,0,3,3,0,0,0,7,1,1,0
rmwalden,,get,Try to derive I*Q,,3.-1.3.0,254,0,0,7,3,1,3.257,3.257,2,1,35,0,0,0,0,0,0,1,0,0,0,15,1,11,0,0,3,4,0,1,0,7,0,2,1
rmwalden,,get,Try to derive (D+Y),,3.-1.3.0,265,0,0,7,3,1,3.955000000000002,32.301,2,7,41,2,0,3,0,0,0,2,0,0,0,17,1,14,0,0,3,5,0,1,0,7,0,2,0
rmwalden,,((I*Q)>D),Try to derive (S>Y),,3.-1.3.0,274,0,0,1,3,1,52.653,113.681,2,15,49,6,0,6,0,1,0,2,0,0,0,21,1,17,0,1,3,5,0,1,0,7,1,2,0
rmwalden,,(D+Y),Try to derive S,,3.-1.3.0,283,0,0,1,3,1,32.82300000000001,157.079,2,20,54,8,0,9,0,1,0,2,0,0,0,23,1,20,0,1,3,5,0,1,0,7,1,2,0
rmwalden,,((A>-B)+C),Try to derive B>-A,,5.1.1.0,527,0,0,1,3,1,18.344,18.344,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,1,0
rmwalden,,(D+B),Try to derive (-D>B),,5.1.1.0,530,0,0,1,3,1,43.863,65.271,6,4,4,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,9,1,1,0
rmwalden,,(-A+-B),Try to derive (B>-A),,5.1.1.0,537,0,0,1,3,1,19.528000000000006,139.067,6,8,8,5,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,1,1,0
rmwalden,,get,Try to derive (B>-A),,5.1.1.0,541,0,0,7,3,1,3.6850000000000023,156.79,6,11,11,5,0,4,0,0,1,1,0,0,0,5,0,4,0,0,1,1,0,0,0,9,0,1,0
rmwalden,,Simp,Try to derive (B>-A),,5.1.1.0,546,0,0,3,3,1,7.540999999999997,188.551,6,16,16,8,0,6,0,0,1,1,0,0,0,8,0,6,0,0,1,1,0,0,0,9,1,1,0
rmwalden,,get,Try to derive (B>-A),,5.1.1.0,566,0,0,7,3,1,1.8060000000000116,252.972,6,21,21,8,0,9,0,0,2,2,0,0,0,8,0,9,0,0,2,2,0,0,0,9,0,1,0
rmwalden,,get,Try to derive (B>-A),,5.1.1.0,567,0,0,7,3,2,1.252999999999986,254.225,6,22,22,8,0,9,0,0,2,3,0,0,0,8,0,9,0,0,2,3,0,0,0,9,0,1,0
rmwalden,,get,Try to derive B>-A,,5.1.1.0,570,0,0,7,3,1,1.579,1.579,6,1,24,0,0,0,0,0,0,1,0,0,0,8,0,9,0,0,2,4,0,1,0,9,0,2,1
rmwalden,,get,Try to derive (B>-A),,5.1.1.0,576,0,0,7,3,1,9.546000000000001,24.78,6,7,30,3,0,2,0,0,0,2,0,0,0,11,0,11,0,0,2,5,0,1,0,9,0,2,0
rmwalden,,(B>-A),Try to derive (A>D),,5.1.1.0,584,0,0,1,3,1,13.268999999999991,77.972,6,13,36,6,0,4,0,1,0,2,0,0,0,14,0,13,0,1,2,5,0,1,0,9,1,2,0
rmwalden,,(-I*J),Try to derive F,,2.-1.1.0,107,0,0,1,3,1,47.295,47.295,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,1
wtshaw,,(-D*E),Try to derive -D,,1.0.1.0,36,0,0,1,3,1,17.956999999999994,710.057,0,15,15,9,3,3,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,1,1,1,0
wtshaw,,get,Try to derive -D,,1.0.1.0,39,0,0,7,3,2,10.31899999999996,720.376,0,16,16,9,3,3,0,0,0,1,0,0,0,9,3,3,0,0,0,1,0,0,0,1,0,1,0
wtshaw,,get,Try to derive -D,,1.0.1.0,40,0,0,7,3,3,1.3100000000000591,721.686,0,17,17,9,3,3,0,0,0,2,0,0,0,9,3,3,0,0,0,2,0,0,0,1,0,1,0
wtshaw,,get,Try to derive -D,,1.0.1.0,41,0,0,7,3,4,0.52800000000002,722.214,0,18,18,9,3,3,0,0,0,3,0,0,0,9,3,3,0,0,0,3,0,0,0,1,0,1,0
wtshaw,,get,Try to derive -D,,1.0.1.0,44,0,0,7,3,5,6.515999999999963,728.73,0,19,19,9,3,3,0,0,0,4,0,0,0,9,3,3,0,0,0,4,0,0,0,1,0,1,0
wtshaw,,get,Try to derive -D,,1.0.1.0,60,0,0,7,3,1,4.823999999999955,755.242,0,25,25,11,5,3,0,0,1,5,0,0,0,11,5,3,0,0,1,5,0,0,0,1,0,1,0
wtshaw,,get,Try to derive -D,,1.0.1.0,82,0,0,7,3,1,7.524000000000001,884.706,0,37,37,15,8,7,0,0,1,6,0,0,0,15,8,7,0,0,1,6,0,0,0,1,0,1,0
wtshaw,,(-A+(B*C)),Try to derive -D,,1.0.1.0,92,0,0,1,3,1,86.47800000000007,1081.22,0,42,42,18,9,8,0,0,1,6,0,0,0,18,9,8,0,0,1,6,0,0,0,1,1,1,0
wtshaw,,(-D*E),Try to derive -D,,1.0.1.0,3,0,0,1,3,1,81.376,81.376,0,1,56,1,0,0,0,0,0,0,0,0,0,25,13,11,0,0,1,6,0,0,0,1,1,2,1
wtshaw,,(A+D),Try to derive -D,,1.0.1.0,11,0,0,1,3,1,29.167,161.835,0,8,63,4,1,3,0,0,0,0,0,0,0,28,14,14,0,0,1,6,0,0,0,1,1,2,1
wtshaw,,get,Try to derive -D,,1.0.1.0,6,0,1,7,3,2,12.517,12.517,0,1,72,0,0,0,0,0,0,1,0,0,0,31,16,17,0,0,1,7,0,0,0,1,0,3,1
wtshaw,,get,Try to derive -D,,1.0.1.0,7,0,1,7,3,3,0.5730000000000004,13.09,0,2,73,0,0,0,0,0,0,2,0,0,0,31,16,17,0,0,1,8,0,0,0,1,0,3,1
wtshaw,,get,Try to derive -D,,1.0.1.0,8,0,1,7,3,4,0.5020000000000007,13.592,0,3,74,0,0,0,0,0,0,3,0,0,0,31,16,17,0,0,1,9,0,0,0,1,0,3,1
wtshaw,,Impl,Try to derive (B*C),,1.0.1.0,43,0,0,3,3,0,1.9310000000000116,220.203,0,17,91,5,2,9,0,1,0,0,0,0,0,36,18,26,0,1,1,9,0,0,0,1,1,4,1
wtshaw,,DS,Try to derive (B*C),,1.0.1.0,87,0,0,3,3,1,10.081999999999994,443.478,0,46,120,17,8,19,0,1,1,0,0,0,0,48,24,36,0,1,2,9,0,0,0,1,1,4,1
wtshaw,,DS,Try to derive (B*C),,1.0.1.0,115,0,0,3,3,1,10.122000000000071,798.6,0,62,136,21,11,28,0,1,1,0,0,0,0,52,27,45,0,1,2,9,0,0,0,1,1,4,1
wtshaw,,get,Try to derive A,,1.0.1.0,157,0,0,7,3,1,1.1940000000000737,961.469,0,91,165,30,17,39,0,1,3,1,0,0,0,61,33,56,0,1,4,10,0,0,0,1,0,4,1
wtshaw,,(C*-F),Try to derive -(-K+-Z),,3.-1.2.0,291,0,0,1,3,1,46.702,46.702,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1
wtshaw,,(-C>F),Try to derive -D,,3.-1.2.0,302,0,0,1,3,1,20.59599999999999,89.954,2,8,8,3,0,4,0,1,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,5,1,1,0
wtshaw,,CP,Try to derive -D,,3.-1.2.0,312,0,0,3,3,1,15.432999999999993,178.506,2,13,13,4,0,7,0,2,0,0,0,0,0,4,0,7,0,2,0,0,0,0,0,5,1,1,0
wtshaw,,(D>F),Try to derive -D,,3.-1.2.0,322,0,0,1,3,1,14.393000000000029,271.533,2,21,21,8,1,9,0,3,0,0,0,0,0,8,1,9,0,3,0,0,0,0,0,5,1,1,0
wtshaw,,(-D+F),Try to derive -D,,3.-1.2.0,324,0,0,1,3,1,71.178,344.118,2,23,23,9,1,10,0,3,0,0,0,0,0,9,1,10,0,3,0,0,0,0,0,5,1,1,0
wtshaw,,(C+F),Try to derive -D,,3.-1.2.0,328,0,0,1,3,1,15.560000000000002,363.214,2,27,27,11,1,11,0,3,1,0,0,0,0,11,1,11,0,3,1,0,0,0,0,5,1,1,1
wtshaw,,CP,Try to derive -D,,3.-1.2.0,333,0,0,3,3,0,52.230999999999995,421.871,2,30,30,12,1,12,0,3,2,0,0,0,0,12,1,12,0,3,2,0,0,0,0,5,1,1,1
wtshaw,,(-F>--C),Try to derive -D,,3.-1.2.0,335,0,0,1,3,1,10.354000000000042,432.225,2,31,31,13,1,12,0,3,2,0,0,0,0,13,1,12,0,3,2,0,0,0,0,5,1,1,1
wtshaw,,(-F>--C),Try to derive -D,,3.-1.2.0,350,0,0,1,3,1,11.688999999999965,511.659,2,41,41,16,3,16,0,4,2,0,0,0,0,16,3,16,0,4,2,0,0,0,0,5,1,1,1
wtshaw,,HS,Try to derive -D,,3.-1.2.0,367,0,0,3,3,1,9.396000000000072,566.917,2,52,52,21,5,20,0,4,2,0,0,0,0,21,5,20,0,4,2,0,0,0,0,5,1,1,1
wtshaw,,(C+F),Try to derive -D,,3.-1.2.0,395,0,0,1,3,1,24.87900000000002,691.467,2,72,72,29,7,25,0,6,5,0,0,0,0,29,7,25,0,6,5,0,0,0,0,5,1,1,1
wtshaw,,((S>Y)+(I*Q)),Try to derive (I*Q),,3.-1.3.0,404,0,0,1,3,1,23.497,23.497,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1
wtshaw,,(-(S>Y)+D),Try to derive (I*Q),,3.-1.3.0,415,0,0,1,3,1,21.213000000000008,110.263,2,9,9,4,1,3,0,1,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,6,1,1,1
wtshaw,,(-I+-Q),Try to derive (S>Y),,3.-1.3.0,460,0,0,1,3,1,20.812000000000012,343.096,2,39,39,15,7,14,0,3,0,0,0,0,0,15,7,14,0,3,0,0,0,0,0,6,1,1,0
wtshaw,,(S*-Y),Try to derive (S>Y),,3.-1.3.0,471,0,0,1,3,1,7.799000000000035,364.624,2,46,46,18,8,16,0,3,1,0,0,0,0,18,8,16,0,3,1,0,0,0,0,6,1,1,0
wtshaw,,Impl,Try to derive (S>Y),,3.-1.3.0,490,0,0,3,3,1,22.158999999999992,444.37,2,55,55,21,10,18,0,3,3,0,0,0,0,21,10,18,0,3,3,0,0,0,0,6,1,1,0
wtshaw,,(-(S>Y)+D),Try to derive S,,3.-1.3.0,492,0,0,1,3,1,20.71799999999996,481.001,2,57,57,22,10,18,0,4,3,0,0,0,0,22,10,18,0,4,3,0,0,0,0,6,1,1,0
wtshaw,,((S>Y)+(I*Q)),Try to derive I*Q,,3.-1.3.0,505,0,1,1,3,1,20.595,20.595,2,1,62,1,0,0,0,0,0,0,0,0,0,24,10,21,0,4,3,0,0,0,0,6,1,2,0
wtshaw,,get,Try to derive I*Q,,3.-1.3.0,510,0,1,7,3,2,7.822000000000003,43.814,2,4,65,1,0,2,0,0,0,1,0,0,0,24,10,23,0,4,3,1,0,0,0,6,0,2,0
wtshaw,,get,Try to derive I*Q,,3.-1.3.0,511,0,1,7,3,3,0.47399999999999665,44.288,2,5,66,1,0,2,0,0,0,2,0,0,0,24,10,23,0,4,3,2,0,0,0,6,0,2,0
wtshaw,,DN,Try to derive I*Q,,3.-1.3.0,532,0,1,3,3,1,9.426999999999992,130.628,2,18,79,5,2,8,0,1,0,2,0,0,0,28,12,29,0,5,3,2,0,0,0,6,1,2,0
wtshaw,,((S>Y)+(I*Q)),Try to derive I*Q,,3.-1.3.0,537,0,1,1,3,1,41.08100000000002,180.073,2,22,83,7,2,9,0,2,0,2,0,0,0,30,12,30,0,6,3,2,0,0,0,6,1,2,0
wtshaw,,(S*-Y),Try to derive I*Q,,3.-1.3.0,551,0,1,1,3,1,19.310000000000002,242.544,2,32,93,12,3,12,0,3,0,2,0,0,0,35,13,33,0,7,3,2,0,0,0,6,1,2,0
wtshaw,,((-(S>Y)+(S>Y))>(D+D)),Try to derive I*Q,,3.-1.3.0,563,0,1,6,3,0,1.649000000000001,310.894,2,42,103,16,6,13,0,4,1,2,0,0,0,39,16,34,0,8,4,2,0,0,0,6,1,2,0
wtshaw,,(-S+Y),Try to derive S,,3.-1.3.0,571,0,1,2,3,1,16.063999999999965,343.378,2,48,109,19,7,15,0,4,1,2,0,0,0,42,17,36,0,8,4,2,0,0,0,6,1,2,1
wtshaw,,(-S+Y),Try to derive --S,,3.-1.3.0,581,0,1,2,3,1,2.4540000000000077,367.456,2,56,117,22,9,17,0,5,1,2,0,0,0,45,19,38,0,9,4,2,0,0,0,6,1,2,0
wtshaw,,S,Try to derive --S,,3.-1.3.0,615,0,1,1,3,1,2.8590000000000373,465.288,2,76,137,31,16,21,0,5,1,2,0,0,0,54,26,42,0,9,4,2,0,0,0,6,1,2,0
wtshaw,,(L*K),Try to derive K,,2.-1.3.0,221,0,0,1,3,1,20.473,20.473,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,1,1
wtshaw,,HS,Try to derive (Q>P),,2.-1.3.0,231,0,0,3,3,1,9.253999999999998,55.955,7,10,10,5,0,3,0,2,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,9,1,1,1
wtshaw,,(-R+Z),Try to derive Z>-G,,5.-1.1.0,998,0,0,1,3,1,10.638,10.638,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,1,1
wrcoakle,,(B=-J),Try to derive -J>-N,,6.1.2.0,1652,0,0,1,3,1,24.477,24.477,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1
wrcoakle,,Impl,Try to derive -J>-N,,6.1.2.0,1658,0,0,3,3,1,1.642000000000003,41.131,-1,6,6,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,1,1,1
wrcoakle,,(N>J),Try to derive -J>-N,,6.1.2.0,1670,0,0,1,3,1,7.447999999999993,67.907,-1,12,12,6,2,3,0,1,0,0,0,0,0,6,2,3,0,1,0,0,0,0,0,2,1,1,1
wrcoakle,,(N>B),Try to derive (-J>-N),,6.1.2.0,1696,0,0,1,3,1,1.5549999999999784,157.885,-1,32,32,15,7,6,0,3,1,0,0,0,0,15,7,6,0,3,1,0,0,0,0,2,1,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1701,0,0,7,3,1,3.765999999999991,182.608,-1,37,37,17,8,7,0,3,1,1,0,0,0,17,8,7,0,3,1,1,0,0,0,2,0,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1703,0,0,7,3,1,3.5049999999999955,188.307,-1,39,39,17,8,7,0,3,2,2,0,0,0,17,8,7,0,3,2,2,0,0,0,2,0,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1718,0,0,7,3,1,2.704999999999984,247.993,-1,52,52,22,12,9,0,4,2,3,0,0,0,22,12,9,0,4,2,3,0,0,0,2,0,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1737,0,0,7,3,1,1.7479999999999905,322.565,-1,63,63,26,15,11,0,4,3,4,0,0,0,26,15,11,0,4,3,4,0,0,0,2,0,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1738,0,0,7,3,2,9.387999999999977,331.953,-1,64,64,26,15,11,0,4,3,5,0,0,0,26,15,11,0,4,3,5,0,0,0,2,0,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1739,0,0,7,3,3,0.5020000000000095,332.455,-1,65,65,26,15,11,0,4,3,6,0,0,0,26,15,11,0,4,3,6,0,0,0,2,0,1,0
wrcoakle,,get,Try to derive ((B>-J)*(-J>B)),,6.1.2.0,1740,0,0,7,3,4,0.3240000000000123,332.779,-1,66,66,26,15,11,0,4,3,7,0,0,0,26,15,11,0,4,3,7,0,0,0,2,0,1,0
wrcoakle,,(C*-F),Try to derive -(-K+-Z),,3.-1.2.0,714,0,0,1,3,1,19.198,19.198,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1
wrcoakle,,MP,Try to derive -D,,3.-1.2.0,736,0,0,3,3,0,10.631,87.657,2,19,19,8,2,4,0,3,2,0,0,0,0,8,2,4,0,3,2,0,0,0,0,3,1,1,1
wrcoakle,,(--K*--Z),Try to derive -D,,3.-1.2.0,742,0,0,1,3,0,8.199999999999989,117.002,2,22,22,9,2,6,0,3,2,0,0,0,0,9,2,6,0,3,2,0,0,0,0,3,1,1,1
wrcoakle,,Add,Try to derive -D,,3.-1.2.0,755,0,0,3,3,1,11.436999999999983,158.243,2,28,28,10,2,10,0,3,3,0,0,0,0,10,2,10,0,3,3,0,0,0,0,3,1,1,1
wrcoakle,,(B>G),Try to derive -B,,4.-1.2.0,1392,0,0,1,3,1,16.588,16.962,9,2,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,4,1,5,1
wrcoakle,,DS,Try to derive (C>D),,4.-1.2.0,1411,0,0,3,3,0,4.5319999999999965,64.231,9,12,18,5,2,3,0,1,0,0,0,0,1,5,2,3,0,1,0,0,0,0,7,4,1,5,0
wrcoakle,,(K>O),Try to derive M*N,,2.-1.2.0,617,0,0,1,3,1,29.383,29.383,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1
wrcoakle,,DS,Try to derive M*N,,2.-1.2.0,623,0,0,3,3,0,23.897999999999996,118.923,0,6,6,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,6,1,1,1
wrcoakle,,(-K+L),Try to derive M*N,,2.-1.2.0,630,0,0,1,3,0,4.8089999999999975,134.081,0,12,12,6,3,3,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,6,1,1,1
wrcoakle,,MP,Try to derive M*N,,2.-1.2.0,632,0,0,3,3,0,78.88,216.053,0,14,14,7,3,4,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,6,1,1,1
wrcoakle,,get,Try to derive F,,2.-1.1.0,597,0,0,7,3,2,5.662,10.615,0,3,3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,7,0,1,1
wrcoakle,,Add,Try to derive (F+G),,2.-1.1.0,609,0,0,3,3,1,5.513000000000005,41.996,0,12,12,5,2,3,0,1,0,1,0,0,0,5,2,3,0,1,0,1,0,0,0,7,1,1,0
wrcoakle,,((G+Z)>-W),Try to derive -W,,1.0.3.0,30,0,0,1,3,1,42.294,42.294,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,1,0
wrcoakle,,((G+Z)>-W),Try to derive -W,,1.0.3.0,219,0,0,1,3,1,17.4,17.4,0,1,41,1,0,0,0,0,0,0,0,0,0,15,13,13,0,0,0,0,0,0,0,9,1,2,0
wrcoakle,,Z,Try to derive -W,,1.0.3.0,316,0,0,1,3,1,1.8259999999999934,162.004,0,14,76,6,3,3,0,1,0,0,0,0,1,29,25,18,0,1,0,0,0,0,3,9,1,4,0
wrcoakle,,get,Try to derive -W,,1.0.3.0,366,0,1,7,3,1,7.431,7.431,0,1,94,0,0,0,0,0,0,1,0,0,0,31,27,28,0,2,0,1,0,2,3,9,0,6,0
wrcoakle,,Z,Try to derive -W,,1.0.3.0,447,0,0,1,3,1,0.3570000000000011,10.422,0,4,134,3,1,0,0,0,0,0,0,0,0,48,41,35,0,3,0,1,0,3,3,9,1,8,0
wrcoakle,,((G+Z)>-W),Try to derive -W,,1.0.3.0,532,0,0,2,3,1,1.1579999999999586,286.441,0,61,191,29,25,6,0,0,1,0,0,0,0,74,65,41,0,3,1,1,0,3,3,9,1,8,0
wrcoakle,,Z,Try to derive -W,,1.0.3.0,563,0,0,1,3,1,5.372000000000071,858.432,0,78,208,38,31,7,0,1,1,0,0,0,0,83,71,42,0,4,1,1,0,3,3,9,1,8,0
wrcoakle,,((-G*-Z)+-W),Try to derive -W,,1.0.3.0,601,0,0,2,3,1,10.38000000000011,1279.94,0,101,231,45,39,14,0,2,1,0,0,0,0,90,79,49,0,5,1,1,0,3,3,9,1,8,0
wrcoakle,,Z,Try to derive -W,,1.0.3.0,460,0,0,1,3,1,22.161,26.485,0,2,245,2,0,0,0,0,0,0,0,0,0,95,80,56,0,6,1,1,0,3,3,9,1,10,1
wrcoakle,,,Try to derive -W,,1.0.3.0,489,0,0,10,3,1,5.835000000000008,167.667,0,21,264,9,7,4,0,0,0,0,0,0,1,102,87,60,0,6,1,1,0,3,4,9,1,10,1
wrcoakle,,Add,Try to derive (W+-R),,1.0.3.0,539,0,0,3,3,1,5.445000000000022,165.258,0,24,291,9,4,8,0,2,1,0,0,0,0,112,91,70,0,8,2,1,0,3,4,9,1,12,0
