studentID,collaborators,rule,hintGiven,certificate,currPrb,interaction,direction,proofDir,action,hintType,hintCount,stepTime,elTime,PPType,numInteractionCurr,numInteractionTotal,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,numProblemsCompleted,isForced,numAttempts,hintFollow
mbkilroy,,DN,,,1.0.3.0,81,0,1,5,3,0,2.727,18.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,83,0,1,1,3,1,3.515,225.104,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.3.0,84,0,1,3,3,1,4.488,229.592,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,86,0,1,2,3,1,2.52,242.895,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,87,0,1,1,3,1,1.283,244.178,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,94,0,1,2,3,1,3.467,312.533,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,95,0,1,1,3,1,0.601,313.134,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((W+-R)*N),,,1.0.3.0,97,0,1,1,3,1,6.626,322.169,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DS,,,1.0.3.0,98,0,1,3,3,1,1.609,323.778,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DS,,,1.0.3.0,100,0,1,3,3,1,6.492,347.438,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,102,0,1,8,3,1,29.831,392.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,Try to derive -W,,1.0.3.0,104,0,0,1,3,1,107.622,108.098,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,105,0,0,1,3,1,1.841,109.939,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,107,0,0,3,3,1,4.154,121.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,MP,,,1.0.3.0,110,0,0,3,3,1,5.548,152.692,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,127,0,0,8,3,1,15.302,367.863,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,--R,,,1.0.3.0,129,0,1,1,3,0,1.19,2.193,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DN,,,1.0.3.0,130,0,1,3,3,0,1.534,3.727,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DN,,,1.0.3.0,131,0,1,5,3,0,3.095,6.822,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,Try to derive -W,,1.0.3.0,135,0,1,8,3,1,62.609,97.276,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,137,0,0,1,3,0,0.416,2.643,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,138,0,0,1,3,0,1.273,3.916,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,MP,,,1.0.3.0,139,0,0,3,3,0,1.27,5.186,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,142,0,0,2,3,1,0.98,127.671,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,143,0,0,3,3,1,2.751,130.422,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,145,0,0,3,3,1,2.61,138.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,147,0,0,2,3,1,2.095,154.254,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((W+-R)*N),,,1.0.3.0,148,0,0,1,3,1,15.789,170.043,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,149,0,0,3,3,1,13.888,183.931,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((W+-R)*N),,,1.0.3.0,151,0,0,2,3,1,3.553,192.183,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,get,Try to derive -W,,1.0.3.0,152,0,0,7,3,2,3.326,195.509,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,155,1,0,8,3,2,3.046,202.501,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,157,0,1,8,3,0,6.104,6.737,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,get,Try to derive -W,,1.0.3.0,159,0,0,7,3,1,21.149,21.448,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,get,Try to derive -W,,1.0.3.0,160,0,0,7,3,2,0.851,22.299,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,get,Try to derive -W,,1.0.3.0,161,0,0,7,3,3,0.72,23.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,163,0,0,8,3,3,12.735,36.904,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,165,0,1,8,3,0,1.156,1.509,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,get,Try to derive -W,,1.0.3.0,167,0,0,7,3,1,4.493,4.762,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,168,0,0,1,3,1,11.131,15.893,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,169,0,0,1,3,1,1.204,17.097,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,174,0,0,2,3,1,3.759,54.775,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.3.0,175,0,0,3,3,1,8.976,63.751,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.3.0,178,0,0,3,3,1,1.064,69.677,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.3.0,180,0,0,3,3,1,5.473,101.635,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,182,0,0,1,3,1,3.917,134.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,184,0,0,2,3,1,2.533,139.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.3.0,185,0,0,3,3,1,2.084,141.404,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,187,0,0,2,3,1,4.114,162.105,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,188,0,0,1,3,1,15.345,177.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.3.0,189,0,0,3,3,1,3.229,180.679,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,191,0,0,1,3,1,15.437,202.197,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,196,0,0,3,3,1,6.473,254.996,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,198,0,0,3,3,1,2.952,269.739,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,200,0,0,3,3,1,7.688,279.072,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.4.0,203,0,0,10,3,1,3.105,384.969,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,undefined,,1.0.4.0,205,0,0,9,0,0,27.489,27.854,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.4.0,207,0,0,9,0,0,0.743,1.407,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(P+Q),,,1.0.4.0,211,0,0,1,0,0,3.432,6.047,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,#NAME?,,,1.0.4.0,212,0,0,1,0,0,0.911,6.958,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DS,undefined,,1.0.4.0,213,0,0,3,0,0,28.129,35.087,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,P,,,1.0.4.0,214,0,0,1,0,0,18.794,53.881,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(P>(R*S)),,,1.0.4.0,215,0,0,1,0,0,1.011,54.892,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,MP,,,1.0.4.0,216,0,0,3,0,0,6.966,61.858,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(R*S),,,1.0.4.0,217,0,0,1,0,0,3.65,65.508,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.4.0,218,0,0,3,0,0,2.666,68.174,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.4.0,219,0,0,5,0,0,4.794,72.968,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,S,,,1.0.4.0,220,0,0,1,0,0,6.589,79.557,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,S,,,1.0.4.0,223,0,0,1,0,0,2.809,87.532,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,S,,,1.0.4.0,225,0,0,1,0,0,6.802,100.857,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,S,,,1.0.4.0,228,0,0,1,0,0,2.599,117.166,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,,1.0.4.0,229,0,0,3,0,0,1.255,118.421,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Add,,03081-322DT-1H3L1-211E0,1.0.4.0,230,0,0,5,0,0,7.789,126.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,END,,03081-322DT-1H3L1-211E0,1.0.4.0,231,0,0,98,0,0,5.981,132.191,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,next,,,1.0.3.0,232,0,0,0,0,0,0.007,132.198,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,234,0,0,10,3,0,22.202,22.575,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,236,0,0,10,3,0,2.302,2.748,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,238,0,0,1,3,0,16.998,17.868,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,239,0,0,1,3,0,0.678,18.546,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,MP,,,1.0.3.0,240,0,0,3,3,0,1.4,19.946,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,MT,,,1.0.3.0,242,0,0,3,3,0,1.168,23.105,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DS,,,1.0.3.0,244,0,0,3,3,0,1.283,25.579,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,248,0,0,3,3,0,0.833,30.248,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,HS,Try to derive -W,,1.0.3.0,250,0,0,3,3,1,1.177,32.574,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,CD,,,1.0.3.0,252,0,0,3,3,1,1.351,34.979,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,257,0,0,2,3,1,43.731,146.709,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,259,0,0,2,3,1,1.261,157.167,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,260,0,0,1,3,1,1.052,158.219,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,261,0,0,3,3,1,1.637,159.856,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,265,0,0,3,3,1,2.569,187.858,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,266,0,0,5,3,0,15.527,203.385,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,267,0,0,1,3,0,11.671,215.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,Try to derive -W,,1.0.3.0,268,0,0,3,3,1,25.029,240.085,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,269,0,0,5,3,0,26.24,266.325,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),,,1.0.3.0,270,0,0,1,3,0,25.818,292.143,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),Try to derive -W,,1.0.3.0,271,0,0,6,3,0,1.546,293.689,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,272,0,0,1,3,0,2.27,295.959,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),Try to derive -W,,1.0.3.0,273,0,0,6,3,0,49.106,345.065,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,274,0,0,1,3,0,1.63,346.695,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,275,0,0,1,3,0,1.131,347.826,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,279,0,0,2,3,1,17.454,460.958,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,280,0,0,3,3,1,3.775,464.733,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,281,0,0,5,3,0,21.144,485.877,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,282,0,0,1,3,0,14.114,499.991,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,283,0,0,3,3,0,2.075,502.066,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,284,0,0,5,3,0,24.009,526.075,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),Try to derive -W,,1.0.3.0,285,0,0,1,3,1,49.691,575.766,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),,,1.0.3.0,286,0,0,6,3,0,1.399,577.165,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,287,0,0,1,3,0,1.25,578.415,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,288,0,0,6,3,0,1.453,579.868,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,289,0,0,1,3,0,1.726,581.594,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,290,0,0,1,3,0,0.726,582.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,MP,Try to derive -W,,1.0.3.0,291,0,0,3,3,1,65.947,648.267,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,296,0,0,3,3,1,1.567,726.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,298,0,0,2,3,1,32.489,759.884,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,299,0,0,3,3,1,0.851,760.735,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,300,0,0,5,3,0,15.275,776.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,310,0,0,1,3,1,1.141,891.998,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,311,0,0,6,3,0,1.626,893.624,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,312,0,0,1,3,0,1.863,895.487,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,313,0,0,1,3,0,1.938,897.425,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,Try to derive -W,,1.0.3.0,314,0,0,2,3,1,89.614,987.039,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,315,0,0,3,3,1,1.181,988.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,316,0,0,5,3,0,10.827,999.047,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,317,0,0,1,3,0,5.472,1004.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,318,0,0,3,3,0,3.474,1007.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,320,0,0,3,3,0,6.292,1059.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,323,0,0,3,3,0,1.703,1080.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,324,0,0,5,3,0,15.531,1095.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,#NAME?,,,1.0.3.0,326,0,0,1,3,0,2.32,1113.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Dist,,,1.0.3.0,327,0,0,3,3,0,2.439,1116.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,#NAME?,,,1.0.3.0,330,0,0,6,3,0,2.951,1174.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,331,0,0,1,3,0,11.696,1186.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,332,0,0,3,3,0,1.521,1188.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,333,0,0,5,3,0,19.094,1207.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),Try to derive -W,,1.0.3.0,334,0,0,1,3,1,33.691,1240.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),,,1.0.3.0,335,0,0,6,3,0,1.706,1242.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,336,0,0,1,3,0,0.851,1243.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,337,0,0,6,3,0,1.451,1244.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((G+Z)>-W),,,1.0.3.0,339,0,0,1,3,1,5.798,1352.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,340,0,0,3,3,1,4.016,1356.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,342,0,0,3,3,1,55.284,1438.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,345,0,0,3,3,1,251.983,1728.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Impl,,,1.0.3.0,346,0,0,5,3,0,17.133,1745.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),Try to derive -W,,1.0.3.0,347,0,0,1,3,1,57.097,1802.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,348,0,0,1,3,1,1.24,1803.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,349,0,0,3,3,1,8.508,1812.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,351,0,0,2,3,1,37.577,1865.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(-(G+Z)+-W),,,1.0.3.0,352,0,0,1,3,1,4.468,1870.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,353,0,0,2,3,1,0.97,1871.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,354,0,0,3,3,1,1.847,1872.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,356,0,0,3,3,1,28.936,1925.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DeM,,,1.0.3.0,357,0,0,5,3,0,20.335,1946.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((-G*-Z)+-W),,,1.0.3.0,358,0,0,1,3,0,1.694,1947.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,359,0,0,3,3,0,7.09,1954.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,362,0,0,3,3,1,2.66,2008.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Z,,,1.0.3.0,367,0,0,1,3,1,1.116,2108.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Conj,,,1.0.3.0,368,0,0,3,3,1,5.874,2114.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,,,,1.0.3.0,370,0,0,8,3,1,34.161,2176.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,--R,,,1.0.3.0,372,0,1,1,3,0,0.371,1.709,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DN,,,1.0.3.0,373,0,1,3,3,0,2.375,4.084,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DN,,,1.0.3.0,374,0,1,5,3,0,4.004,8.088,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,375,0,1,1,3,0,17.569,25.657,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,((W+-R)*N),,,1.0.3.0,376,0,1,1,3,0,1.148,26.805,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,DS,,,1.0.3.0,381,0,1,3,3,1,1.887,95.675,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,383,0,1,2,3,1,9.067,112.988,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,384,0,1,3,3,1,2.368,115.356,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,Simp,,,1.0.3.0,385,0,1,5,3,0,10.008,125.364,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,(W+-R),,,1.0.3.0,386,0,1,1,3,0,2.633,127.997,0,,,,,,,,,,,,,,,,,,,,,,,,,,
mbkilroy,,R,,,1.0.3.0,387,0,1,1,3,0,1.202,129.199,0,,,,,,,,,,,,,,,,,,,,,,,,,,
